tic,toi,cps,ra,dec,tmag,vmag,jmag,smass,sradius,t_eff,evol,ast_det,d,ruwe,rv,rv_err,rot_per,rot_amp,vsini,rhk,shk,per,per_err,epoch,t14,rp,sinc,mp,sig_id,significance,kexp,n_rv,template,h,counts,texpmin,twithoverheads,nobs,ttothr,hexp,priority,pipeline,disp,public_comments,tks_comments,vetting,ao_vet,hires_prv,apf_prv,prv_plan,hires_next_run_notes,nobs_goal_keck,min_cadence_keck,exp_keck,texp_keck,n_shots_keck,n_visits_night_keck,nobs_goal_apf,min_cadence_apf,exp_apf,texp_apf,n_shots_apf,n_visits_night_apf,hires_complete,apf_complete
230127302,1246.01,T001246,251.116487,70.429639000000,11.2,11.6,10.3,0.87,0.88,5141,MS,0.05,169,0.9,-38.13,0.40,,,,,,18.652357,0.00665,1688.94031,3.6,3.6,28,12.9,1,10.7,3.4,,0,,60,12.5,14.5,60,14.5,,,spoc,PC,potential L1 candidate; TOI 1246.01,"dV=5.4 sep=4.5"" NE",passed,n/a,yes,no,"TKS-Multis, perform jitter test and re-eval, also reconsider whether APF RVs are useful even though target is faint for APF",,,,60,,1,1,,,0.1,,,,,
230127302,1246.02,T001246,251.116487,70.429639000000,11.2,11.6,10.3,0.87,0.88,5141,MS,0.05,169,0.9,-38.13,0.40,,,,,,4.307412,0.00136,1686.56485,2.2,3.1,197,10.0,2,12.3,4.3,,0,,60,12.5,14.5,60,14.5,,,spoc,PC,"Small centroid offset; potential level one candidate for both candidates 1 (period=18.652), 2 (period=4.307), 3 (period=5.903)","dV=5.4 sep=4.5"" NE",passed,n/a,yes,no,,,,,60,,1,1,,,0.1,,,,,
230127302,1246.03,T001246,251.116487,70.429639000000,11.2,11.6,10.3,0.87,0.88,5141,MS,0.05,169,0.9,-38.13,0.40,,,,,,5.903194,0.00047,1683.47467,2.6,2.9,129,8.7,3,8.4,3.4,,0,,60,12.5,14.5,60,14.5,,,spoc,PC,Potential L1 in multi-planet system,"dV=5.4 sep=4.5"" NE",passed,n/a,yes,no,,,,,60,,1,1,,,0.1,,,,,
232540264,1247.01,135694,227.870476,71.840951000000,8.5,9.1,7.9,1.02,1.08,5712,MS,0.06,74,1.1,-85.87,0.39,,,,,,15.923849,0.00593,1687.65121,4.3,3.0,71,9.2,1,19.2,2.3,,0,,250,5.0,7.0,60,7.0,,,spoc,PC,Check 232540265,"dV=6.6 sep=10"" SW",passed,n/a,yes,yes,"High prio get Keck template ASAP, perform ReaMatch vetting, match with TKS-Shallow, TKS-Flux/Envelopes","need vetting, but just start high cadence (V=9.1)",,,250,,1,1,30,,0.1,,1,1,,
232612416,1248.01,T001248,259.023619,63.105956000000,11.1,11.8,10.4,0.89,0.87,5227,MS,0.05,169,1.0,,,,,,,,4.360083,0.00037,1687.12197,2.5,7.2,203,40.9,1,26.4,17.3,,0,,60,14.7,16.7,60,16.7,,,spoc,VPC,Low priority PC,"dV=4.1 sep=31""N",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
232976128,1249.01,T001249,200.561735,66.308733000000,10.2,11.1,9.5,0.95,1.00,5453,MS,0.05,139,1.0,-11.01,0.47,,,,,,13.078807,0.00469,1694.38221,3.1,3.5,69,12.1,1,11.2,3.4,,0,,60,7.6,9.6,60,9.6,,,spoc,PC,Level 1 candidate,"OoT=2.0sig, dV=4 sep=53"" SE",passed,passed,yes,no,Relevant to science case 1,,60,900,125,900,1,1,,,0.1,,,,,
236714379,1254.01,T001254,239.201612,65.889008000000,10.8,11.6,10.0,0.95,1.09,5451,MS,0.05,199,1.1,-28.93,0.41,,,,,,1.018005,0.00007,1683.74816,1.3,6.4,2494,33.8,1,20.7,22.2,,0,,60,12.6,14.6,60,14.6,,,spoc,VPC,V-shaped; could be grazing; 2 stars in pixel,"V-shaped, b=0.94, dV=4.5 sep=9.7"" NE",do not observe,n/a,no,no,"Strong V-shape, out of transit phase stable variability, drop",,,,60,,,,,,0.1,,,,,
237222864,1255.01,HIP97166,296.244328,74.062737000000,9.1,9.9,8.4,0.86,0.87,5126,MS,0.05,66,1.1,-2.16,0.18,,,,,,10.288452,0.00269,1691.65878,1.5,2.8,60,8.2,1,17.5,2.7,,,,,,,,,,,spoc,PC,Level 1 candidate; small centroid offset,"OoT=3.6sig, dV=5.9 sep=50"" SSW, only QLP reports available for S17 and S19",do observe,passed,,,,,,,,,,,,,,,,,,
288132261,1258.01,T001258,209.485050,79.583190000000,9.14,9.63,8.6,1.16,1.49,6124,MS,0.05,155,1.1,9.78,0.50,,,,,,10.26086,0.00029,1691.83960,4.9,4.7,298.4,19.8,1,19.0,5.29,,0,,250,8.3,10.3,60,10.3,,,qlp,PC,,"SPOC DV available, OoT=3.4sig, dV=4.5 sep=17"" NE",passed,n/a,yes,yes,"High prio get Keck template, possible match with TKS-Evolved, Ashley to check",low cadence in Jan/Feb (AH 1/19),,,250,,1,1,30,,0.1,,1,1,,
288735205,1259.01,T001259,282.100297,79.256045000000,11.2,12.1,10.2,0.75,0.77,4699,MS,0.05,118,1.0,,,,,,,,3.478001,0.00005,1686.70051,2.5,13.6,154,317.8,1,147.8,162.4,,0,,60,18.8,20.8,60,20.8,,,spoc,VPC+,,"odd-even=(1.4, 1.0, 3.4)sig, dV=4.6 sep=50"" NE",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
355867695,1260.01,T001260,157.145937,65.854551000000,10.8,11.9,9.7,0.66,0.69,4225,MS,0.05,74,1.1,-17.25,0.32,,,,,,3.127160,0.00063,1684.01419,2.0,2.6,104,7.5,1,9.6,4.3,,0,,60,16.3,18.3,60,18.3,,,spoc,VPC,Possibly two level one candidates but scattered light present in difference images,"dV=4.3 sep=38"" SE ",failed,passed,no,no,failed due to high RV variability at the 1 km/s level,,,,60,,,,,,0.1,,,,,
355867695,1260.02,T001260,157.145937,65.854551000000,10.8,11.9,9.7,0.66,0.69,4225,MS,0.05,74,1.1,-17.25,0.32,,,,,,7.491237,0.00171,1686.11776,2.1,3.0,32,9.1,2,9.6,3.9,,0,,60,16.3,18.3,60,18.3,,,spoc,CPC,Possible multi,"dV=4.3 sep=38"" SE ",failed,passed,no,no,,,,,60,,,,,,0.1,,,,,
416195870,1264.01,T001264,287.241995,57.344183000000,10.6,11.5,9.6,0.84,0.97,5040,MS,0.05,142,0.9,-30.99,0.59,,,,,,2.744250,0.00012,1684.61602,1.7,7.6,420,44.9,1,33.4,23.1,,0,,,,,,,,,spoc,VPC-,Check nearby star,"dT=2.0 sep=1.9"" NW (Gaia DR2 sep=2.8"" and Shane AO sep=3""), DV looks good",passed,passed,,,,,,,,,,,,,,,,,,
467179528,1266.01,T001266,197.998168,65.833807000000,11.0,12.9,9.7,0.43,0.44,3618,MS,0.05,36,1.1,-41.88,0.76,,,,,,10.895412,0.00238,1691.00458,2.1,2.6,6,7.3,1,19.0,3.7,,0,,60,41.7,43.7,60,43.7,,,spoc,VPC?,L1 candidate,"dV=3.5 sep=37"" W, DV looks good",passed,passed,no,no,"Too faint, see K2-18",,,,60,,,,,,0.1,,,,,
467179528,1266.02,T001266,197.998168,65.833807000000,11.0,12.9,9.7,0.43,0.44,3618,MS,0.05,36,1.1,-41.88,0.76,,,,,,18.795450,0.00255,1689.96465,1.9,1.8,3,3.9,2,7.7,1.7,,0,,60,41.7,43.7,60,43.7,,,spoc,VPC?,part of possible multi-planet system,"SNR=7.7, dV=3.5 sep=37"" W, DV looks good",passed,passed,no,no,,,,,60,,,,,,0.1,,,,,
142394656,1268.01,T001268,198.389204,62.305446000000,10.1,10.9,9.4,0.87,0.90,5150,MS,0.05,110,0.9,3.79,0.14,,,,,,8.157668,0.00036,1711.74746,4.0,9.7,90,67.6,1,35.2,23.6,,0,,125,13.5,15.5,60,15.5,,,spoc,VPC+,,"clear field, rotational modulation period 11d",passed,passed,no,no,"Drop, not relevant to any programs, garden variety hot jupiter",,,,125,,,,,,0.1,,,,,
198241702,1269.01,T001269,249.697075,64.558693000000,11.0,11.6,10.3,0.97,0.85,5517,MS,0.05,172,0.8,,,,,,,,4.252709,0.00119,1686.61694,2.5,2.9,232,8.7,1,7.5,3.5,,0,,60,12.3,14.3,60,14.3,,,spoc,PC,Possible L1 candidate,"SNR=7.8, dV=4.4 sep=30"" S",passed,passed,yes,no,"TKS-Flux, TKS-Fgap, perform jitter test then re-eval",,,,60,,1,1,,,0.1,,,,,
286923464,1271.01,118203,203.510581,53.728527000000,7.5,8.1,6.9,1.05,2.05,5837,SG,0.46,92,1.1,-29.55,0.03,,,,,,6.134842,0.00056,1712.66237,5.6,13.3,986,317.8,1,97.0,107.5,,2,,250,1.9,4.0,60,4.0,,,spoc,KP,HD 118203 b,,known planet,n/a,no,no,"TKS-Obliquities only, transit opportunity in Feb",,,,,,,,,,0.1,,,,,
417948359,1272.01,T001272,199.196626,49.861039000000,11.0,11.8,10.2,0.83,0.81,4987,MS,0.05,138,0.9,,,,,,,,3.315997,0.00048,1713.03175,1.5,4.6,218,18.8,1,23.3,9.2,,0,,60,14.0,16.0,60,16.0,,,spoc,PC,,"dV=1.9 sep=62"" NE",passed,n/a,yes,no,"Relevant to TKS-Shallow, observe montly cadence, planet on the boundary of hot planet desert",,30,,60,900,1,1,,,0.1,,,,,
459969957,1274.01,T001274,254.816911,65.747118000000,11.9,12.8,11.0,0.75,0.80,4684,MS,0.05,178,1.0,,,,,,,,19.318465,0.00054,1693.04287,4.3,10.2,17,73.4,1,58.4,21.3,,0,,60,36.1,38.1,60,38.1,,,spoc,VPC,,clear field,passed,n/a,no,no,"Too faint, drop",,,,60,,,,,,0.1,,,,,
153949511,1277.01,T001277,172.748354,66.796590000000,9.8,10.4,9.1,0.98,0.86,5544,MS,0.05,101,0.9,-1.61,0.37,,,,,,,,1684.96500,4.6,3.5,45,12.1,1,9.5,,,0,,250,16.2,18.2,60,18.2,,,spoc,FA,Single transit,"SNR=9.5, odd-even=2.8sig, clear field, transit at BJD 2458728 same as 1277.02",passed,passed,no,no,"drop, it's unclear what the periods are of the two transiting planets. periods listed are likely wrong",template + nightly in Jan/Feb (AH 1/19),60,30,250,,,,,,0.1,,,,,
153949511,1277.02,T001277,172.748354,66.796590000000,9.8,10.4,9.1,0.98,0.86,5544,MS,0.05,101,0.9,-1.61,0.37,,,,,,37.074384,0.00318,1692.46195,3.4,3.9,13,14.2,2,9.9,2.8,,0,,250,16.2,18.2,60,18.2,,,spoc,PC,Likely single transit; first transit is on a momentum dump,"clear field, transit at BJD 2458728 same as 1277.01",passed,passed,no,no,,template + nightly in Jan/Feb (AH 1/19),60,30,250,,,,,,0.1,,,,,
224297258,1279.01,T001279,185.063883,56.201148000000,10.0,10.7,9.3,0.96,0.84,5477,MS,0.05,107,0.9,30.67,0.31,,,,,,9.614679,0.00239,1717.45509,2.9,3.0,75,9.1,1,8.7,2.8,,1,,125,11.2,13.2,60,13.2,,,spoc,VPC,,clear field,passed,passed,yes,no,"Passes recon stage, relevant to mass-radius-flux, TKS-Shallow, observe at high cadence, ",nightly in Jan/Feb (AH 1/19),60,30,125,900,1,1,,,0.1,,,,,
230017324,1280.01,T001280,291.465150,61.776253000000,10.6,11.6,9.7,0.74,0.75,4665,MS,0.05,92,0.8,,,,,,,,9.703121,0.00566,1691.30437,3.1,3.5,36,12.0,1,7.5,4.4,,0,,125,24.9,26.9,60,26.9,,,spoc,PC,Potential L1 candidate; could also be on TIC 230017325 (TOI 1363.01),"dV=-0.5 sep=6.9"" E, dV=3.9 sep=2.5"" SE, transits might be from TOI-1363 or TIC1884100866, low SNR",passed,passed,,,on hold - ambiguous which star has transit,,,,125,,,,,,0.1,,,,,
236445129,1282.01,KELT-16,314.268494,31.661008000000,11.4,11.7,10.9,1.30,1.41,6430,MS,0.05,445,1.2,-29.70,0.10,,,,,,0.968995,0.00002,1711.39643,2.5,17.9,7009,44671.0,1,80.4,24234.4,,0,,60,13.5,15.5,60,15.5,,,spoc,KP,KELT 16b,"3 stars with dV<5 and 10""<sep<20""",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
266593143,1283.01,HTR248-002,324.536380,30.488735000000,9.8,10.4,9.0,0.92,0.84,5337,MS,0.05,92,0.9,20.02,0.30,,,,,,10.337891,0.00041,1719.47577,4.1,12.1,63,317.8,1,181.2,98.6,,1,,60,3.9,5.9,60,5.9,,,spoc,KP,HAT-P-17 b,"dV=4.0 sep=26"" NW",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
352764091,1287.01,196603,308.747296,63.475318000000,8.6,9.2,8.0,1.07,1.21,5891,MS,0.06,93,0.9,-12.30,0.16,,,,,,9.602018,0.00127,1714.68138,5.0,2.8,194,8.2,1,11.1,2.4,,2,,250,5.3,7.3,60,7.3,,,spoc,PC,Centroid offset; check neighbors; very crowded.,"several stars dV>7 sep<20"", DV looks good",passed,n/a,yes,yes,observe again when it rises (March),,60,30,250,,1,1,30,,0.1,,1,1,,
365733349,1288.01,T001288,313.166578,65.609079000000,9.9,10.4,9.2,1.18,0.92,6180,MS,0.05,115,1.1,-67.98,0.52,,,,,,2.700062,0.00017,1712.35691,2.4,5.1,694,22.6,1,27.9,9.3,,1,,125,8.7,10.7,60,10.7,,,spoc,VPC,,"dV=4.9 sep=23"" SE, Gemini/NIRI AO dK=4.8 sep=1.2"" NW, dK=5.9 sep=1.6"" SW",passed,failed,yes,,"a few more RVs when it rises (April), two contaminants with sep<2""",get a few more RVs to assess K (AH 1/2),,,125,,1,1,,,0.1,,,,,
417676622,1290.01,K00246,291.032358,49.040258000000,9.5,10.1,9.0,1.06,1.26,5875,MS,0.06,144,0.9,-19.96,0.38,,,,,,5.400569,0.00252,1683.40081,3.7,2.6,448,7.0,1,8.8,2.5,,1,,200,9.9,11.9,60,11.9,,,spoc,KP,Kepler-68 b,clear field,known planet,n/a,,,,,,,200,,,,,,0.1,,,,,
198186769,1291.01,T001291,245.818066,62.925063000000,10.9,11.5,10.3,1.20,1.81,6229,SG,0.05,428,0.9,-19.46,0.55,,,,,,7.156560,0.00267,1688.79868,7.8,4.5,743,18.4,1,11.0,5.4,,0,,60,11.2,13.2,60,13.2,,,qlp,PC,Possibly 2x period; other dips in the raw light curve near half phase,"dV=3.7 sep=67"" SE, period probably 2x, may explain odd/even transit difference",passed,n/a,wait,no,"Possible match with TKS-Evolved, get recon spectrum, check vsini, and re-eval. Passed re-eval",,,,60,,,,,,0.1,,,,,
202504234,1293.01,T001293,230.309893,63.565448000000,10.9,11.6,10.3,1.08,1.11,5923,MS,0.05,240,0.9,-12.66,0.73,,,,,,1.684810,0.00019,1685.23269,0.8,3.8,1669,14.1,1,11.0,7.2,,0,,60,12.7,14.7,60,14.7,,,qlp,PC,Low SNR; possible L1 candidate,"dV=4.6 sep=28.4"" SW, MCMC fit seems slightly v-shaped",do not observe,passed,no,no,drop because light curve looks bad,,,,60,,,,,,0.1,,,,,
219015370,1294.01,T001294,223.092886,70.476568000000,10.9,11.3,10.3,1.02,1.58,5714,SG,0.05,333,0.9,-94.62,0.47,,,,,,3.915000,0.00026,1684.34730,2.7,9.2,999,62.5,1,37.0,25.0,,0,,60,9.3,11.3,60,11.3,,,qlp,VPC+,,"clear field, high SNR",passed,n/a,wait,no,"possible match with TKS-Evolved, get vetting spectrum and re-eval. Passed on re-eval",,,,60,,,,,,0.1,,,,,
219852584,1295.01,T001295,256.672287,67.871467000000,10.8,11.3,10.3,1.32,1.60,6470,MS,0.05,388,1.0,-19.06,0.69,,,,,,3.197000,0.00006,1685.77657,3.6,15.0,1848,36499.8,1,142.0,13166.5,,0,,60,9.2,11.2,60,11.2,,,qlp,VPC,,"dV=5.2 sep=37.4"" NW",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
219854185,1296.01,T001296,256.770910,70.238510000000,10.8,11.4,10.2,0.96,1.75,5494,SG,0.05,323,0.9,25.22,0.41,,,,,,3.944270,0.00014,1686.20478,4.8,14.7,1081,35927.9,1,131.0,14910.9,,0,,60,9.8,11.8,60,11.8,,,qlp,PC,,"dV=6.0 sep=17.8"" E, dV=5.0 sep=28.5"" N",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
237104103,1298.01,T001298,241.323364,70.189850000000,11.0,11.9,10.4,1.02,1.49,5731,SG,0.05,319,0.8,-55.47,0.43,,,,,,4.537660,0.00018,1684.57729,3.9,10.1,734,72.5,1,62.0,27.6,,0,,60,15.8,17.8,60,17.8,,,qlp,VPC,,clear field,do not observe,n/a,no,no,"No matches with TKS science, drop",,,,60,,,,,,0.1,,,,,
356867115,1301.01,T001301,275.863134,71.581378000000,10.5,11.3,9.7,0.77,0.73,4781,MS,0.05,91,1.0,-24.38,0.66,,,,,,6.096375,0.00097,1686.09702,2.3,2.7,70,7.8,1,11.8,3.2,,0,,60,9.5,11.5,60,11.5,,,spoc,PC,L1 candidate,,passed,passed,,,,,,,60,,,,,,0.1,,,,,
405904232,1312.01,T001312,301.562579,52.164129000000,10.1,10.6,9.6,1.26,1.86,6349,MS,0.05,316,1.1,-36.82,3.08,,,,,,11.076500,0.00048,1688.22523,4.9,12.8,455,317.8,1,50.0,78.2,,0,,60,4.8,6.8,60,6.8,,,qlp,SB1,,"Crowded field, dV=5.4 sep=21.6"" SW",failed,n/a,,,,,,,60,,,,,,0.1,,,,,
136848581,1314.01,T001314,317.747943,43.551952000000,9.9,10.8,9.1,,2.72,5155,SG,0.05,285,1.1,-8.79,3.71,,,,,,2.639790,0.00202,1713.14401,2.8,7.7,506,46.3,1,9.0,,,0,,60,5.5,7.5,60,7.5,,,qlp,PC,Noisy evolved star; low SNR transit,"crowded field, potentially v-shaped transit",failed,passed,,,,,,,60,,,,,,0.1,,,,,
269701147,1339.01,191939,302.023979,66.850576000000,8.3,9.0,7.6,0.95,0.92,5461,MS,0.05,54,1.1,-9.52,0.19,,,,,,8.880832,0.00082,1715.35449,3.0,3.5,99,12.0,1,31.1,3.8,,1,,250,4.5,6.5,60,6.5,,,spoc,CPC-,multi-planet system; candidate .01,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),,,,250,,1,1,30,,0.1,,1,1,,
269701147,1339.02,191939,302.023979,66.850576000000,8.3,9.0,7.6,0.95,0.92,5461,MS,0.05,54,1.1,-9.52,0.19,,,,,,28.579356,0.00243,1726.05425,4.4,3.3,21,11.0,2,24.7,2.4,,1,,250,4.5,6.5,60,6.5,,,spoc,PC,part of possible multi-planet system,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),,,,250,,1,1,30,,0.1,,1,1,,
269701147,1339.03,191939,302.023979,66.850576000000,8.3,9.0,7.6,0.95,0.92,5461,MS,0.05,54,1.1,-9.52,0.19,,,,,,,,1718.92286,10.6,1.9,25,4.3,3,11.5,,,1,,250,4.5,6.5,60,6.5,,,spoc,PC,single transit; first event is spurious,"dT=6.5 sep=11"" W",passed,passed,yes,yes,observe again when it rises (March) - additional planet emerging (P~105d),,,,250,,1,1,30,,0.1,,1,1,,
219852882,1346.01,T001346,256.622915,68.842916000000,10.7,11.7,9.9,0.82,0.78,4965,MS,0.05,115,0.8,-16.31,0.65,,,,,,5.502610,0.00121,1687.72800,2.9,2.1,103,5.0,1,9.0,2.1,,0,,60,13.2,15.2,60,15.2,,,qlp,PC,Low SNR; potential level 1 candidate; check 219852884,"dV=-0.2 sep=39"" NW, SNR=9.6, Prot=10d",passed,passed,,,,,,,60,,,,,,0.1,,,,,
219852882,1346.02,T001346,256.622915,68.842916000000,10.73,11.69,9.91,0.82,0.78,4965,MS,0.050,115,0.83,-16.31,0.65,,,,,,1.76223,0.00003,1684.53756,0.72,2.17,469.7,5.4,2,8.4,3.25,,,,,,,,,,,spoc,PC,Candidate interior to TOI 1346.01 (5.5d). check for TTVs. Contaminating bright star 1 pixel away.,"MES=8.4, Prot=10d, dV=-0.2 sep=39"" NW",passed,passed,,,,,,,,,,,,,,,,,,
229747848,1347.01,T001347,280.326761,70.289941000000,10.7,11.2,10.0,0.95,0.85,5424,MS,0.05,147,0.7,-16.20,0.55,,,,,,0.847500,0.00006,1684.40261,0.8,2.0,1881,4.5,1,10.1,3.1,,0,,60,8.1,10.1,60,10.1,,,spoc,PPC,Potential level 1 candidate; short period could suggest is an EB or stellar variability,dV=4.9 sep=26'' S,passed,n/a,,,,,,,60,,,,,,0.1,,,,,
230017325,1363.01,T001363,291.469184,61.776106000000,10.4,11.0,9.8,1.11,3.51,6012,SG,0.10,615,1.4,,,,,,,,9.692600,0.00059,1691.30332,2.5,12.5,1698,317.8,1,14.0,88.9,,0,,60,7.2,9.2,60,9.2,,,qlp,PC,Potentially blended; matches TIC 230017324 (TOI 1280.01),"dV=0.5 sep=6.9"" W, dV=4.5 sep=6.5"" W, transits probably from TOI-1280, Gemini/NIRI AO dK=3.1 sep=1.0'' N",do not observe,failed,no,no,,,,,60,,,,,,0.1,,,,,
343019899,1386.01,T001386,334.503696,54.319000000000,10.1,10.6,9.5,1.03,1.03,5769,MS,0.05,147,1.0,-23.51,0.57,,,,,,,,1752.31132,5.7,6.5,205,34.5,1,28.0,,,0,,250,20.3,22.3,60,22.3,,,qlp,STPC,single transit,"crowded field, dV=2.9 sep=10"" W",passed,passed,yes,,,nightly/frquently in Jan to refine period; rec by Paul D. (AH 1/2),,,250,,1,1,,,0.1,,,,,
346338552,1388.01,HTR205-23,344.445185,38.675099000000,9.8,9.8,9.2,1.13,1.18,6051,MS,0.05,159,1.1,-2.98,0.65,,,,,,4.464910,0.00020,1739.94268,2.7,15.2,548,37106.2,1,124.0,13313.5,,0,,60,2.4,4.4,60,4.4,,,qlp,KP,HAT-P-1b,"dV=-0.1 sep=11"" SW",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
389182138,1391.01,T001391,343.635752,54.161771000000,10.5,11.1,9.8,0.90,0.79,5256,MS,0.05,116,0.9,-8.44,1.08,,,,,,2.726380,0.00117,1740.11127,2.2,2.6,318,7.3,1,9.0,3.6,,1,,125,16.5,18.5,60,18.5,,,qlp,PC,Potential level 1 candidate,"dV=4.3 sep=23"" NE",passed,passed,yes,,,frequently in January (AH 1/2),60,30,125,,1,1,,,0.1,,,,,
199444169,1410.01,T001410,334.883243,42.560269000000,10.2,11.1,9.3,0.71,0.78,4507,MS,0.05,73,1.0,2.17,0.34,,,,,,1.216835,0.00016,1739.72966,1.1,3.3,567,10.8,1,18.1,8.1,,0,,125,16.1,18.1,60,18.1,,,spoc,VPC,potential L1,"dV=5.0 sep=12 SE"", dV=2 sep=31"" E ",passed,passed,yes,,,nightly in Jan (AH 1/18),60,30,125,,1,1,,,0.1,,,,,
116483514,1411.01,GJ9522A,232.945069,47.056836000000,9.1,10.5,8.0,0.65,0.69,4184,MS,0.05,32,1.0,13.67,0.31,,,,,,1.452006,0.00025,1739.47550,1.6,1.4,277,2.6,1,9.3,1.9,,0,,250,18.5,20.5,60,20.5,,,spoc,CPC,potential L1 candidate; centroid offset,OoT=4.29sig,passed,passed,yes,no,"TKS-Fgap, we are interested in the target perform a jitter test and re-eval",nightly in Jan/Feb (AH 1/18),60,30,250,,1,1,,,0.1,,,,,
148782377,1415.01,HIP71409,219.037396,42.378275000000,8.4,8.9,7.9,1.28,1.41,6383,MS,0.06,112,1.0,-33.16,0.54,,,,,,14.422434,0.00223,1745.70949,5.1,5.2,187,23.3,1,17.1,5.2,,0,,250,4.0,6.0,60,6.0,,,spoc,PC,,"dV=8.1 sep=21"" SW",failed,passed,no,no,"We have a vsini = 17 km/s from APF spectrum, drop from PRV sample, possible DT/RM target",,,,250,,,,,,0.1,,,,,
158025009,1416.01,HIP70705,216.924024,41.953422000000,9.1,9.9,8.3,0.81,0.80,4946,MS,0.05,55,1.1,1.02,0.18,,,,,,1.069690,0.00016,1739.46244,1.5,1.8,948,3.9,1,11.4,2.8,,0,,250,10.6,12.6,60,12.6,,,spoc,CPC,potential L1 candidate,"dT=1.7 sep=5"" E",passed,passed,wait,wait,"TKS-Atmospheres, TKS-USP better target than 1436.01 wait for SG1 diagnostic, best time to observe would be may/june ",low cadence - a few in Jan/Feb (AH 1/18),,,250,,,,,,0.1,,,,,
311035838,1419.01,HTR145-001,206.094141,48.028668000000,10.7,11.9,9.9,0.89,0.82,5224,MS,0.05,135,1.1,-23.43,0.42,,,,,,2.899733,0.00007,1739.45080,2.0,10.2,308,73.9,1,118.2,35.8,,0,,60,15.3,17.3,60,17.3,,,spoc,KP,HAT-P-3 b,,known planet,n/a,no,no,"Garden variety HJ, not relevant to anyone's science",,,,60,,,,,,0.1,,,,,
321857016,1420.01,T001420,322.941323,66.348867000000,11.2,11.7,10.6,0.94,0.94,5387,MS,0.05,202,0.8,-10.07,0.80,,,,,,6.956062,0.00046,1745.30576,3.3,13.1,137,317.8,1,79.9,111.3,,0,,60,12.7,14.7,60,14.7,,,spoc,VPC,,"dV=6.8 sep=16"" NE",passed,passed,,,,,,,60,,,,,,0.1,,,,,
333473672,1422.01,T001422,354.241207,39.639413000000,10.1,10.6,9.6,1.08,1.01,5914,MS,0.05,155,1.0,-25.84,0.29,,,,,,12.998440,0.00334,1745.92109,4.3,4.1,91,15.7,1,14.2,4.1,,0,,250,20.5,22.5,60,22.5,,,qlp,PC,Potential L1 candidate,"dV=2.5 sep=56"", dV=4 sep=57"", dV=5.8 sep 21"" SE, was SPOC",passed,passed,yes,,,several obs in Jan (AH 1/2),,,125,,1,1,,,0.1,,,,,
293954617,1430.01,235088,300.614264,53.376815000000,8.4,9.2,7.6,0.85,0.78,5064,MS,0.05,41,1.0,-26.97,0.27,,,,,,7.434007,0.00110,1713.08134,2.8,2.3,73,6.1,1,13.5,2.2,,2,,250,5.5,7.5,60,7.5,,,spoc,PC,,"clear field, DV looks good",passed,passed,,yes,observe again when it rises (March),,,,250,,,,30,,0.1,,1,1,,
138588540,1434.01,102121,176.380577,65.540985000000,8.1,8.8,7.4,0.94,0.74,5394,MS,0.05,38,1.0,19.35,0.01,,,,,,29.889399,0.00286,1703.40314,3.7,2.2,12,5.5,1,10.6,1.2,,2,,250,3.8,5.8,60,5.8,,,spoc,PC,,"clear field, DV looks good",passed,passed,yes - low cadence,yes,"TKS-Shallow, TKS-Envelopes, keep at high cadence for APF. Re-eval the RMS scatter, currently < 2 m/s",nightly in January (AH 1/4),60,30,250,500,3,1,30,1,0.3,,1,1,,
153976959,1435.01,T001435,203.536935,67.621654000000,10.0,10.6,9.2,0.87,0.82,5142,MS,0.05,93,1.0,-18.81,0.27,,,,,,0.685999,0.00005,1683.41919,0.9,1.3,2014,2.2,1,7.9,1.7,,0,,250,20.7,22.7,60,22.7,,,spoc,PC,Possibly stellar variability,"SNR=7.4, dV=6.0 sep=14"" N",passed,n/a,yes,no,"TKS-USPs one of the best so far, multiple visits per night",nightly in January (AH 1/4),60,30,250,1200,1,2,,,0.1,,,,,
154383539,1436.01,T001436,215.602457,55.333674000000,11.1,12.0,10.3,0.83,0.75,5011,MS,0.05,132,0.9,-22.14,0.56,,,,,,0.867492,0.00007,1711.90174,1.2,1.8,1121,3.8,1,7.6,2.9,,0,,125,36.7,38.7,60,38.7,,,spoc,CPC,,"dT=4.3 sep=4.8'' W, dT=5.3 sep=9.3'' W, SNR=7.6, otherwise looks good",passed,passed,yes,no,"TKS-Atmospheres, TKS-Fgap, TKS-USPs, jitter test and re-eval more TESS phot to come, possible CHEOPS obs to improve radius",not this run (RR 2/8),,,125,,1,1,,,0.1,,,,,
