# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:33:40 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_prad_str < 25
# CONSTRAINT:  and koi_gmag < 14)
# CONSTRAINT:  order by koi_insol desc, koi_disposition desc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_kmag:       K-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_jmag,koi_kmag
8806985,K04588.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,7.537374980,9.5760000e-05,-9.5760000e-05,135.8095600,8.920000e-03,-8.920000e-03,0.2250,0.2180,-0.2250,3.96600,0.23600,-0.23600,4.1100e+01,4.300e+00,-4.300e+00,0.93,2.700e-01,-2.200e-01,1210.0,,,506.84,440.47,-257.32,11.30,1,q1_q17_dr25_tce,6483.00,181.00,-250.00,4.206,0.175,-0.175,1.4360,0.4220,-0.3460,1.2120,0.1880,-0.1880,286.513550,45.038044,12.912,13.211,12.165,11.909
11967788,K04021.01,,CANDIDATE,Done,CANDIDATE,0.8480,0,0,0,0,7.235313290,5.2230000e-05,-5.2230000e-05,133.1205400,6.070000e-03,-6.070000e-03,0.3260,0.1360,-0.3260,3.33800,0.16100,-0.16100,1.1220e+02,9.100e+00,-9.100e+00,1.53,2.700e-01,-2.300e-01,1207.0,,,501.36,231.44,-154.17,14.00,1,q1_q17_dr25_tce,6422.00,76.00,-76.00,4.219,0.120,-0.120,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060,294.034360,50.371651,13.166,12.924,11.797,11.487
9836563,K04421.01,,CANDIDATE,Done,CANDIDATE,0.9780,0,0,0,0,4.726931310,7.1160000e-05,-7.1160000e-05,135.2927000,1.280000e-02,-1.280000e-02,0.0650,0.3830,-0.0650,4.03600,0.35500,-0.35500,2.6200e+01,2.600e+00,-2.600e+00,0.61,1.200e-01,-8.000e-02,1203.0,,,495.58,248.36,-142.01,11.50,1,q1_q17_dr25_tce,5950.00,71.00,-83.00,4.323,0.096,-0.144,1.1960,0.2350,-0.1570,1.1000,0.0770,-0.0700,294.124880,46.672890,12.788,13.153,11.729,11.409
8581240,K03111.02,,CANDIDATE,Done,CANDIDATE,0.9860,0,0,0,0,4.328483030,4.0920000e-05,-4.0920000e-05,132.5128000,7.470000e-03,-7.470000e-03,0.3670,0.0840,-0.3670,2.95500,0.25500,-0.25500,3.5500e+01,3.600e+00,-3.600e+00,0.66,1.000e-01,-9.000e-02,1199.0,,,488.23,200.04,-148.35,11.40,2,q1_q17_dr25_tce,5874.00,105.00,-117.00,4.338,0.126,-0.115,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610,298.576870,44.621609,12.863,13.339,11.691,11.353
2019477,K06093.01,,CANDIDATE,Done,CANDIDATE,0.2830,0,0,0,0,20.573611300,8.8220000e-04,-8.8220000e-04,149.1939000,3.280000e-02,-3.280000e-02,0.0320,0.4140,-0.0320,11.22200,0.93900,-0.93900,7.6000e+01,6.200e+00,-6.200e+00,3.86,3.500e-01,-1.420e+00,1197.0,,,484.82,131.14,-301.79,12.30,1,q1_q17_dr25_tce,5440.00,87.00,-76.00,3.404,0.289,-0.051,4.5240,0.4160,-1.6650,1.8940,0.1420,-0.3980,292.551940,37.421211,13.330,13.875,12.080,11.667
5905822,K02801.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,6.992050210,3.8380000e-05,-3.8380000e-05,138.0514700,4.930000e-03,-4.930000e-03,0.9440,0.0060,-0.7230,5.03700,0.12200,-0.12200,3.3400e+01,1.600e+00,-1.600e+00,1.06,1.800e-01,-2.000e-01,1194.0,,,479.87,237.62,-188.60,24.40,1,q1_q17_dr25_tce,6057.00,134.00,-121.00,4.139,0.168,-0.112,1.4670,0.2500,-0.2770,1.0810,0.1130,-0.0830,299.160490,41.143730,10.787,11.166,9.771,9.472
7287028,K07832.01,,CANDIDATE,Done,CANDIDATE,0.4650,0,0,0,0,3.609223100,5.5350000e-04,-5.5350000e-04,132.4630000,1.880000e-01,-1.880000e-01,0.3640,0.2030,-0.3640,2.80000,10.30000,-10.30000,5.2400e+01,1.030e+01,-1.030e+01,0.68,2.100e-01,-7.000e-02,1192.0,,,477.00,437.64,-138.07,4.40,1,q1_q17_dr25_tce,6032.00,162.00,-180.00,4.508,0.050,-0.212,0.9290,0.2910,-0.0970,1.0140,0.1300,-0.1300,293.358610,42.806660,13.534,13.944,12.422,12.083
10387742,K02583.01,,CANDIDATE,Done,CANDIDATE,0.9980,0,0,0,0,3.032671350,1.3740000e-05,-1.3740000e-05,134.0668000,3.810000e-03,-3.810000e-03,0.2380,0.2320,-0.2380,1.77400,0.12200,-0.12200,4.2400e+01,3.200e+00,-3.200e+00,0.60,8.000e-02,-4.000e-02,1187.0,,,468.31,187.65,-91.73,15.60,1,q1_q17_dr25_tce,5640.00,101.00,-113.00,4.492,0.045,-0.113,0.9210,0.1310,-0.0610,0.9620,0.0540,-0.0680,283.429110,47.592510,12.623,13.089,11.462,11.076
5524229,K05174.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,22.493275100,3.2970000e-04,-3.2970000e-04,132.2511000,1.320000e-02,-1.320000e-02,0.1313,0.3118,-0.1310,3.17200,0.44000,-0.44000,1.5200e+02,1.760e+01,-1.760e+01,6.04,2.640e+00,-2.380e+00,1183.0,,,463.56,571.74,-311.14,11.20,1,q1_q17_dr24_tce,5186.00,102.00,-144.00,3.273,0.269,-0.301,4.9800,2.1780,-1.9590,1.6990,0.2660,-0.7330,288.871980,40.767059,11.400,12.071,9.926,9.361
3109550,K03225.01,,CANDIDATE,Done,CANDIDATE,0.8670,0,0,0,0,4.875476500,3.9760000e-05,-3.9760000e-05,133.2916700,7.520000e-03,-7.520000e-03,0.0840,0.3670,-0.0840,1.90200,0.25100,-0.25100,3.9600e+01,5.600e+00,-5.600e+00,0.80,1.600e-01,-2.200e-01,1180.0,,,458.62,297.05,-241.06,8.80,1,q1_q17_dr25_tce,5513.00,169.00,-127.00,4.179,0.260,-0.140,1.2860,0.2680,-0.3580,0.9110,0.1100,-0.0640,289.671750,38.297871,12.207,12.768,10.947,10.501
9086251,K02367.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,6.892132440,3.3080000e-05,-3.3080000e-05,131.6317900,3.930000e-03,-3.930000e-03,0.5410,0.0400,-0.4460,1.72500,0.11400,-0.11400,8.2000e+01,6.000e+00,-6.000e+00,1.35,2.300e-01,-1.900e-01,1177.0,,,454.45,214.98,-147.11,17.30,1,q1_q17_dr25_tce,6164.00,110.00,-135.00,4.227,0.110,-0.110,1.4460,0.2480,-0.2030,1.2860,0.0810,-0.0900,290.871370,45.410301,12.618,12.951,11.588,11.290
5819801,K04686.01,,CANDIDATE,Done,CANDIDATE,0.5060,0,0,0,0,11.829938300,2.0730000e-04,-2.0730000e-04,138.3039000,1.430000e-02,-1.430000e-02,0.5020,0.4590,-0.2810,5.16800,0.42800,-0.42800,4.1400e+01,4.100e+00,-4.100e+00,1.60,3.100e-01,-6.000e-01,1177.0,,,453.44,234.66,-283.26,11.70,1,q1_q17_dr25_tce,5747.00,77.00,-77.00,3.802,0.330,-0.110,2.4310,0.4850,-0.9010,1.3650,0.0880,-0.2640,298.905760,41.042610,12.327,12.871,11.061,10.674
5860347,K06631.01,,CANDIDATE,Done,CANDIDATE,0.8310,0,0,0,0,2.562712320,2.5040000e-05,-2.5040000e-05,131.6966500,8.280000e-03,-8.280000e-03,0.3460,0.1200,-0.3460,2.16300,0.44400,-0.44400,2.9400e+01,5.200e+00,-5.200e+00,0.48,5.000e-02,-4.000e-02,1171.0,,,443.49,117.75,-96.78,8.20,1,q1_q17_dr25_tce,5190.00,85.00,-77.00,4.446,0.088,-0.064,0.8990,0.0800,-0.0800,0.8230,0.0590,-0.0300,285.952180,41.144390,13.273,13.859,11.994,11.475
8456679,K00102.02,,CANDIDATE,Done,CANDIDATE,0.4910,0,0,0,0,4.068449570,1.2120000e-05,-1.2120000e-05,132.2761400,2.550000e-03,-2.550000e-03,0.5500,0.3770,-0.3370,2.83490,0.06900,-0.06900,7.9800e+01,3.000e+00,-3.000e+00,0.98,1.700e-01,-1.000e-01,1170.0,,,442.08,202.37,-112.86,29.30,2,q1_q17_dr25_tce,5751.00,103.00,-114.00,4.391,0.080,-0.120,1.0710,0.1770,-0.1090,1.0280,0.0740,-0.0670,299.704740,44.435749,12.566,12.991,11.398,11.055
8702537,K07905.01,,CANDIDATE,Done,CANDIDATE,0.9240,0,0,0,0,7.475184100,2.2730000e-04,-2.2730000e-04,137.1908000,2.980000e-02,-2.980000e-02,0.3090,0.1450,-0.3090,5.16600,0.53200,-0.53200,2.8100e+01,3.600e+00,-3.600e+00,0.85,2.000e-01,-2.700e-01,1168.0,,,439.51,318.13,-252.81,9.20,1,q1_q17_dr25_tce,5616.00,184.00,-127.00,3.980,0.336,-0.144,1.6020,0.3700,-0.5090,0.8940,0.1410,-0.0610,296.547700,44.898041,13.075,13.649,11.787,11.352
3328080,K03075.01,,CANDIDATE,Done,CANDIDATE,0.9830,0,0,0,0,4.765590560,2.7720000e-05,-2.7720000e-05,133.5053100,5.330000e-03,-5.330000e-03,0.1400,0.3260,-0.1400,2.20000,0.14700,-0.14700,6.7500e+01,5.200e+00,-5.200e+00,0.92,2.800e-01,-2.300e-01,1167.0,,,439.42,417.69,-222.17,15.20,1,q1_q17_dr25_tce,5702.00,189.00,-172.00,4.258,0.253,-0.207,1.1250,0.3470,-0.2840,0.8370,0.1300,-0.0700,287.205870,38.498055,12.994,13.299,11.989,11.532
7515336,K04663.01,,CANDIDATE,Done,CANDIDATE,0.9950,0,0,0,0,5.656902810,7.9020000e-05,-7.9020000e-05,131.5761000,1.110000e-02,-1.110000e-02,0.0140,0.4360,-0.0140,3.58300,0.30100,-0.30100,3.2200e+01,3.600e+00,-3.600e+00,0.74,1.200e-01,-1.500e-01,1159.0,,,425.70,184.17,-168.68,10.40,1,q1_q17_dr25_tce,5687.00,77.00,-77.00,4.191,0.182,-0.098,1.3200,0.2180,-0.2660,0.9860,0.0790,-0.0640,287.670590,43.197239,12.715,13.236,11.524,11.093
3965201,K07546.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,44.113873000,1.4490000e-03,-1.4490000e-03,164.8337000,2.540000e-02,-2.540000e-02,0.0320,0.4190,-0.0320,3.95600,0.84200,-0.84200,1.9630e+02,3.100e+01,-3.100e+01,4.90,8.800e-01,-1.620e+00,1158.0,,,424.45,238.17,-262.15,6.60,4,q1_q17_dr24_tce,7854.00,227.00,-311.00,3.669,0.258,-0.258,3.4620,0.6240,-1.1410,2.0390,0.2860,-0.3920,294.310640,39.049702,12.667,12.788,11.874,11.708
6198182,K02636.01,,CANDIDATE,Done,CANDIDATE,0.9570,0,0,0,0,3.881483850,3.4030000e-05,-3.4030000e-05,135.1231400,7.730000e-03,-7.730000e-03,0.2520,0.2020,-0.2520,2.67900,0.20300,-0.20300,3.6300e+01,3.600e+00,-3.600e+00,0.59,9.000e-02,-4.000e-02,1156.0,,,423.00,178.88,-84.77,11.90,1,q1_q17_dr25_tce,5854.00,105.00,-128.00,4.469,0.040,-0.120,0.9790,0.1480,-0.0640,1.0300,0.0630,-0.0760,289.686710,41.588928,12.320,12.745,10.986,10.666
4252671,K07687.01,,CANDIDATE,Done,CANDIDATE,0.9500,0,0,0,0,23.266633000,4.2170000e-04,-4.2170000e-04,132.4386000,1.600000e-02,-1.600000e-02,0.0920,0.3570,-0.0920,8.31500,0.39100,-0.39100,4.9900e+01,4.900e+00,-4.900e+00,2.66,4.700e-01,-8.600e-01,1156.0,,,422.77,188.54,-242.01,11.40,1,q1_q17_dr25_tce,5758.00,68.00,-94.00,3.456,0.224,-0.096,3.7750,0.6590,-1.2240,1.4870,0.1510,-0.3760,288.869080,39.309860,13.047,13.445,11.900,11.592
4548098,K04157.02,,CANDIDATE,Done,CANDIDATE,0.9960,0,0,0,0,5.215752000,3.8540000e-03,-3.8540000e-03,133.4040000,3.930000e-01,-3.930000e-01,0.7290,0.2400,-0.5130,1.13000,5.30000,-5.30000,4.6800e+01,9.300e+00,-9.300e+00,0.83,1.500e-01,-4.000e-02,1156.0,,,422.67,207.23,-77.80,5.10,2,q1_q17_dr25_tce,6202.00,99.00,-149.00,4.422,0.026,-0.136,1.1220,0.2050,-0.0580,1.2130,0.0760,-0.0930,287.410060,39.658680,12.692,12.965,11.727,11.473
4149450,K01864.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,3.215109385,7.8790000e-06,-7.8790000e-06,133.7774700,1.970000e-03,-1.970000e-03,0.9540,0.1070,-0.7120,4.36500,0.11200,-0.11200,1.5800e+02,3.400e+00,-3.400e+00,1.54,1.900e-01,-1.200e-01,1155.0,,,421.21,151.70,-87.25,53.30,1,q1_q17_dr25_tce,5541.00,100.00,-111.00,4.472,0.056,-0.104,0.9340,0.1170,-0.0680,0.9420,0.0530,-0.0590,289.438110,39.270359,13.405,13.948,12.151,11.750
10794087,K01316.01,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,7.649708320,4.3660000e-05,-4.3660000e-05,138.3311300,4.770000e-03,-4.770000e-03,0.8980,0.0210,-0.6580,6.62500,0.11000,-0.11000,5.5400e+01,2.000e+00,-2.000e+00,1.43,2.300e-01,-3.100e-01,1144.0,,,404.99,178.19,-176.31,28.50,1,q1_q17_dr25_tce,5855.00,105.00,-117.00,4.125,0.168,-0.112,1.6130,0.2550,-0.3510,1.2660,0.0980,-0.1470,290.552370,48.126263,11.926,12.474,10.894,10.562
9872292,K01537.01,,CANDIDATE,Done,CANDIDATE,0.9240,0,0,0,0,10.191546780,7.8120000e-05,-7.8120000e-05,136.6975500,6.470000e-03,-6.470000e-03,0.6590,0.2740,-0.4370,6.16500,0.14300,-0.14300,6.1300e+01,2.500e+00,-2.500e+00,1.39,9.000e-02,-5.000e-02,1144.0,,,404.17,77.00,-47.20,27.60,1,q1_q17_dr25_tce,6212.00,80.00,-74.00,4.049,0.013,-0.015,1.6840,0.1070,-0.0630,1.1560,0.1470,-0.0730,281.461730,46.789894,11.740,12.404,10.790,10.514
11081504,K04287.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,9.618311100,1.0660000e-04,-1.0660000e-04,138.3435000,9.200000e-03,-9.200000e-03,0.4470,0.5020,-0.2480,4.21500,0.21600,-0.21600,2.5000e+01,2.400e+00,-2.400e+00,0.85,1.500e-01,-1.800e-01,1142.0,,,402.64,200.59,-173.99,11.90,2,q1_q17_dr25_tce,6134.00,124.00,-124.00,4.065,0.182,-0.098,1.6650,0.2930,-0.3580,1.1730,0.1430,-0.1070,290.458310,48.661369,11.265,11.570,10.314,10.044
9002538,K03196.02,,CANDIDATE,Done,CANDIDATE,0.9830,0,0,0,0,6.882977560,4.9640000e-05,-4.9640000e-05,134.1642400,5.520000e-03,-5.520000e-03,0.7070,0.2470,-0.4670,2.06500,0.17700,-0.17700,3.0400e+01,2.900e+00,-2.900e+00,0.77,1.300e-01,-1.200e-01,1141.0,,,400.53,198.06,-137.92,13.20,2,q1_q17_dr25_tce,6117.00,135.00,-135.00,4.244,0.137,-0.112,1.2980,0.2210,-0.1990,1.0790,0.1030,-0.0750,283.350460,45.339111,11.525,11.806,10.547,10.276
11098013,K02712.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,7.507900410,9.7420000e-05,-9.7420000e-05,138.7047000,1.040000e-02,-1.040000e-02,0.7950,0.0580,-0.5410,5.64600,0.30800,-0.30800,1.4500e+02,1.410e+01,-1.410e+01,1.77,3.100e-01,-1.300e-01,1138.0,,,396.33,187.48,-84.76,11.90,1,q1_q17_dr25_tce,6408.00,115.00,-140.00,4.309,0.040,-0.120,1.3370,0.2290,-0.0980,1.3290,0.0920,-0.0840,297.747280,48.694309,11.125,11.390,10.186,9.948
8394475,K07032.01,,CANDIDATE,Done,CANDIDATE,0.9140,0,0,0,0,3.640492420,2.1230000e-05,-2.1230000e-05,134.9678600,5.060000e-03,-5.060000e-03,0.1810,0.2900,-0.1810,1.19400,0.17600,-0.17600,4.2100e+01,5.800e+00,-5.800e+00,0.61,9.000e-02,-3.000e-02,1136.0,,,393.32,158.33,-60.03,9.50,1,q1_q17_dr25_tce,5745.00,78.00,-86.00,4.503,0.030,-0.120,0.9360,0.1430,-0.0480,1.0170,0.0500,-0.0740,300.424320,44.343601,12.646,13.074,11.554,11.162
7345248,K04864.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,5.664944480,4.7940000e-05,-4.7940000e-05,136.3383500,6.510000e-03,-6.510000e-03,0.4638,0.4716,-0.2633,4.17300,0.20200,-0.20200,4.6000e+01,4.100e+00,-4.100e+00,0.78,2.600e-01,-1.600e-01,1134.0,,,390.59,375.59,-169.25,11.40,1,q1_q17_dr24_tce,5888.00,158.00,-151.00,4.269,0.201,-0.215,1.1300,0.3710,-0.2340,0.8650,0.1410,-0.0640,285.458860,42.931049,13.221,13.682,12.027,11.659
11773625,K07479.01,,CANDIDATE,Done,CANDIDATE,0.8750,0,0,0,0,7.196916800,1.4830000e-04,-1.4830000e-04,133.4145000,1.270000e-02,-1.270000e-02,0.5020,0.4630,-0.3010,4.52500,0.42900,-0.42900,4.7100e+01,5.600e+00,-5.600e+00,1.10,1.800e-01,-2.700e-01,1132.0,,,388.54,170.24,-178.56,10.40,1,q1_q17_dr25_tce,5530.00,82.00,-66.00,4.045,0.217,-0.093,1.5750,0.2590,-0.3890,1.0040,0.0840,-0.0760,296.739170,49.978352,13.440,13.922,12.223,11.803
10928043,K01315.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,6.846398840,1.9240000e-05,-1.9240000e-05,133.7618100,2.370000e-03,-2.370000e-03,0.9000,0.0110,-0.6270,3.49190,0.05930,-0.05930,1.4970e+02,4.600e+00,-4.600e+00,1.90,3.500e-01,-2.800e-01,1132.0,,,387.84,198.25,-130.26,36.30,1,q1_q17_dr25_tce,6065.00,121.00,-133.00,4.251,0.125,-0.125,1.3100,0.2380,-0.1940,1.1150,0.1040,-0.0830,295.293850,48.374802,13.137,13.463,12.130,11.837
2572029,K04581.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,6.005996600,1.3440000e-04,-1.3440000e-04,133.4040000,1.540000e-02,-1.540000e-02,0.1350,0.3230,-0.1350,3.09600,0.55200,-0.55200,3.9200e+01,5.400e+00,-5.400e+00,0.73,2.200e-01,-1.200e-01,1130.0,,,385.87,346.44,-150.52,7.80,1,q1_q17_dr25_tce,6103.00,165.00,-202.00,4.331,0.115,-0.198,1.1600,0.3550,-0.1910,1.0500,0.1670,-0.1250,290.608060,37.801891,13.549,13.981,12.458,12.092
5531694,K00647.02,,CANDIDATE,Done,CANDIDATE,0.9350,0,0,0,0,8.113468100,1.6290000e-04,-1.6290000e-04,132.8253000,1.840000e-02,-1.840000e-02,0.4540,0.5190,-0.2510,4.96100,0.81800,-0.81800,4.0500e+01,5.800e+00,-5.800e+00,0.92,1.300e-01,-2.000e-01,1127.0,,,381.27,161.95,-162.80,10.50,2,q1_q17_dr25_tce,6011.00,108.00,-132.00,4.123,0.195,-0.105,1.4090,0.2140,-0.2940,0.9630,0.0750,-0.0820,291.195070,40.702702,13.550,13.869,12.511,12.160
5039228,K01597.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,7.796687810,2.0650000e-05,-2.0650000e-05,134.4208100,2.200000e-03,-2.200000e-03,0.0050,0.4260,-0.0050,4.66990,0.06390,-0.06390,3.6130e+02,8.700e+00,-8.700e+00,2.44,4.900e-01,-1.300e-01,1116.0,,,366.42,199.97,-65.89,48.50,1,q1_q17_dr25_tce,6521.00,117.00,-143.00,4.352,0.025,-0.136,1.2760,0.2550,-0.0680,1.3340,0.0950,-0.0860,298.368840,40.173424,12.681,12.882,11.583,11.321
3547178,K06342.01,,CANDIDATE,Done,CANDIDATE,0.9840,0,0,0,0,8.177075100,1.3080000e-04,-1.3080000e-04,136.8217000,1.150000e-02,-1.150000e-02,0.4560,0.4980,-0.2560,4.60800,0.35200,-0.35200,4.4300e+01,4.700e+00,-4.700e+00,0.83,2.200e-01,-1.500e-01,1115.0,,,365.09,278.50,-145.41,10.60,1,q1_q17_dr25_tce,6501.00,147.00,-180.00,4.281,0.149,-0.182,1.2090,0.3260,-0.2170,1.0170,0.1500,-0.1120,292.100710,38.614990,12.419,12.706,11.427,11.140
12401859,K05967.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,22.863151700,3.5940000e-04,-3.5940000e-04,143.1523000,1.060000e-02,-1.060000e-02,0.1918,0.2789,-0.1914,1.65900,0.33800,-0.33800,1.0330e+02,2.120e+01,-2.120e+01,4.84,2.170e+00,-2.010e+00,1112.0,,,361.26,468.91,-253.88,8.50,1,q1_q16_tce,5043.00,116.00,-176.00,3.339,0.303,-0.274,4.8740,2.1860,-2.0210,1.8930,0.3260,-0.8130,288.142000,51.245602,12.260,13.051,10.713,10.085
6837283,K02914.01,,CANDIDATE,Done,CANDIDATE,0.9880,0,0,0,0,21.118165300,1.5740000e-04,-1.5740000e-04,133.5919600,6.210000e-03,-6.210000e-03,0.6750,0.2530,-0.4520,9.73400,0.17600,-0.17600,1.1270e+02,4.900e+00,-4.900e+00,2.89,5.400e-01,-1.020e+00,1110.0,,,359.11,205.87,-223.64,26.30,1,q1_q17_dr25_tce,6461.00,175.00,-175.00,3.779,0.293,-0.098,2.5660,0.4850,-0.9010,1.4430,0.2240,-0.2740,281.691590,42.397549,12.199,12.486,11.239,11.006
8241079,K03020.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,10.919265300,1.1440000e-04,-1.1440000e-04,134.2678900,7.330000e-03,-7.330000e-03,0.4340,0.0200,-0.4340,4.57200,0.22300,-0.22300,9.1100e+01,7.100e+00,-7.100e+00,1.90,2.400e-01,-4.400e-01,1107.0,,,355.29,121.69,-155.75,15.00,1,q1_q17_dr25_tce,5745.00,86.00,-69.00,3.939,0.189,-0.081,1.9720,0.2460,-0.4580,1.2340,0.1270,-0.1400,294.540410,44.190979,13.534,13.947,12.408,12.019
7983117,K03214.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,11.495002290,8.8210000e-05,-8.8210000e-05,141.2751100,6.350000e-03,-6.350000e-03,0.9110,0.0510,-0.6130,7.60200,0.16500,-0.16500,5.1400e+01,2.400e+00,-2.400e+00,1.53,3.000e-01,-4.900e-01,1105.0,,,351.79,215.60,-207.71,22.90,1,q1_q17_dr25_tce,6033.00,183.00,-183.00,3.985,0.266,-0.114,1.7880,0.3510,-0.5710,1.1270,0.1890,-0.1720,298.673770,43.795479,12.014,12.494,10.865,10.521
6876575,K07572.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,91.069934000,7.1070000e-03,-7.1070000e-03,196.3910000,1.020000e-01,-1.020000e-01,0.5939,0.0065,-0.4992,17.33000,3.00000,-3.00000,1.2700e+01,1.900e+00,-1.900e+00,1.59,3.400e-01,-5.700e-01,1103.0,,,349.47,237.60,-228.61,8.70,3,q1_q17_dr24_tce,9051.00,298.00,-379.00,3.623,0.305,-0.305,4.2320,0.9090,-1.5210,2.7380,0.3620,-0.4880,295.513340,42.318790,9.748,9.663,9.399,9.378
